vehicle_id,frame_number,filename
145_6,145,True
146_1,146,True
147_4,147,True
148_4,148,True
149_3,149,True
151_2,151,True
152_6,152,True

148_4,148,2025-07-22T03:39:29.914827
149_3,149,2025-07-22T03:39:30.343033
151_2,151,2025-07-22T03:39:31.092696
152_6,152,2025-07-22T03:39:31.446518
